Frequency(Hz),Current_Fault,P2306001,P2306003,Eng Unit,P2305002,AMEC
7.60E+05,2.764753665,2.769941535,2.769658087,2.77E+00,2.77E+00,2.77E+00
7.63E+05,2.763119321,2.768305162,2.768024959,2.77E+00,2.77E+00,2.77E+00
7.65E+05,2.761486875,2.766658927,2.766394181,2.77E+00,2.77E+00,2.77E+00
7.68E+05,2.75986236,2.765019269,2.764754066,2.77E+00,2.77E+00,2.77E+00
7.70E+05,2.75823084,2.763397453,2.763127072,2.76E+00,2.76E+00,2.77E+00
7.73E+05,2.756597477,2.761778076,2.761508203,2.76E+00,2.76E+00,2.76E+00
7.75E+05,2.754986269,2.760149931,2.759874889,2.76E+00,2.76E+00,2.76E+00
7.78E+05,2.753377383,2.758526414,2.758257531,2.76E+00,2.76E+00,2.76E+00
7.80E+05,2.75176426,2.756915255,2.756636632,2.76E+00,2.76E+00,2.76E+00
7.83E+05,2.750151157,2.75530221,2.755038714,2.76E+00,2.76E+00,2.76E+00
7.85E+05,2.748534205,2.753695545,2.753419325,2.75E+00,2.75E+00,2.76E+00
7.88E+05,2.746944821,2.752102347,2.751815278,2.75E+00,2.75E+00,2.75E+00
7.90E+05,2.745341302,2.750488449,2.750217702,2.75E+00,2.75E+00,2.75E+00
7.93E+05,2.743793799,2.748897102,2.748619529,2.75E+00,2.75E+00,2.75E+00
7.95E+05,2.742177485,2.747304299,2.747028352,2.75E+00,2.75E+00,2.75E+00
7.98E+05,2.740556074,2.745719423,2.745431342,2.75E+00,2.75E+00,2.75E+00
8.00E+05,2.73901695,2.744168474,2.743806737,2.74E+00,2.74E+00,2.75E+00
8.03E+05,2.737403874,2.742521451,2.742239096,2.74E+00,2.74E+00,2.74E+00
8.05E+05,2.735869196,2.740987093,2.740688105,2.74E+00,2.74E+00,2.74E+00
8.08E+05,2.734257821,2.739346512,2.739130052,2.74E+00,2.74E+00,2.74E+00
8.10E+05,2.73265222,2.737838735,2.737508015,2.74E+00,2.74E+00,2.74E+00
8.13E+05,2.73107482,2.736244875,2.736038325,2.74E+00,2.74E+00,2.74E+00
8.15E+05,2.729538168,2.734691483,2.734357957,2.74E+00,2.74E+00,2.74E+00
8.18E+05,2.727988803,2.733086466,2.732830276,2.73E+00,2.73E+00,2.73E+00
8.20E+05,2.72637289,2.73156066,2.731242633,2.73E+00,2.73E+00,2.73E+00
8.23E+05,2.724878981,2.729980045,2.729697254,2.73E+00,2.73E+00,2.73E+00
8.25E+05,2.723325062,2.728421824,2.728180657,2.73E+00,2.73E+00,2.73E+00
8.28E+05,2.721788081,2.726872918,2.726612833,2.73E+00,2.73E+00,2.73E+00
8.30E+05,2.720218378,2.725340429,2.725009356,2.73E+00,2.73E+00,2.73E+00
8.33E+05,2.718677411,2.723783043,2.7234823,2.72E+00,2.72E+00,2.73E+00
8.35E+05,2.717173849,2.72224468,2.721956132,2.72E+00,2.72E+00,2.72E+00
8.38E+05,2.715591096,2.720728553,2.720464775,2.72E+00,2.72E+00,2.72E+00
8.40E+05,2.714087469,2.719164971,2.718886513,2.72E+00,2.72E+00,2.72E+00
8.43E+05,2.712563602,2.71766675,2.717297016,2.72E+00,2.72E+00,2.72E+00
8.45E+05,2.711004599,2.716139706,2.71582898,2.72E+00,2.72E+00,2.72E+00
8.48E+05,2.709524444,2.714596657,2.714305932,2.72E+00,2.71E+00,2.72E+00
8.50E+05,2.707977102,2.713076857,2.712763763,2.71E+00,2.71E+00,2.71E+00
8.53E+05,2.70643075,2.711554626,2.711271724,2.71E+00,2.71E+00,2.71E+00
8.55E+05,2.704832896,2.710052251,2.70971796,2.71E+00,2.71E+00,2.71E+00
8.58E+05,2.703389794,2.708474867,2.708186332,2.71E+00,2.71E+00,2.71E+00
8.60E+05,2.701949161,2.706981439,2.706697869,2.71E+00,2.71E+00,2.71E+00
8.63E+05,2.700435946,2.705483987,2.70519524,2.71E+00,2.71E+00,2.71E+00
8.65E+05,2.698871233,2.703953074,2.703659422,2.70E+00,2.70E+00,2.71E+00
8.68E+05,2.697383469,2.702405186,2.702165123,2.70E+00,2.70E+00,2.70E+00
8.70E+05,2.695907435,2.701004013,2.70068895,2.70E+00,2.70E+00,2.70E+00
8.73E+05,2.694420163,2.69949596,2.699151823,2.70E+00,2.70E+00,2.70E+00
8.75E+05,2.692872693,2.698025638,2.697709646,2.70E+00,2.70E+00,2.70E+00
8.78E+05,2.691458192,2.696491083,2.696238779,2.70E+00,2.70E+00,2.70E+00
8.80E+05,2.689941939,2.695009837,2.694703632,2.70E+00,2.70E+00,2.70E+00
8.83E+05,2.688431616,2.693484014,2.69322472,2.69E+00,2.69E+00,2.70E+00
8.85E+05,2.686944454,2.692041958,2.691714608,2.69E+00,2.69E+00,2.69E+00
8.88E+05,2.685488624,2.690529034,2.690250862,2.69E+00,2.69E+00,2.69E+00
8.90E+05,2.684007415,2.689126111,2.688734388,2.69E+00,2.69E+00,2.69E+00
8.93E+05,2.682561992,2.687563776,2.687246123,2.69E+00,2.69E+00,2.69E+00
8.95E+05,2.681046652,2.686089722,2.685815973,2.69E+00,2.69E+00,2.69E+00
8.98E+05,2.679558523,2.684636342,2.684294223,2.69E+00,2.69E+00,2.69E+00
9.00E+05,2.678090954,2.683177197,2.682844031,2.68E+00,2.68E+00,2.69E+00
9.03E+05,2.676626503,2.681741157,2.681366301,2.68E+00,2.68E+00,2.68E+00
9.05E+05,2.675157588,2.680228393,2.679931991,2.68E+00,2.68E+00,2.68E+00
9.08E+05,2.67369598,2.678784052,2.678464574,2.68E+00,2.68E+00,2.68E+00
9.10E+05,2.672267587,2.677296,2.677033336,2.68E+00,2.68E+00,2.68E+00
9.13E+05,2.670821223,2.675859051,2.675558711,2.68E+00,2.68E+00,2.68E+00
9.15E+05,2.669338379,2.674383983,2.674072102,2.68E+00,2.67E+00,2.68E+00
9.18E+05,2.66792364,2.672933139,2.672615324,2.67E+00,2.67E+00,2.67E+00
9.20E+05,2.666448136,2.671504402,2.671167552,2.67E+00,2.67E+00,2.67E+00
9.23E+05,2.664993558,2.670026658,2.669728395,2.67E+00,2.67E+00,2.67E+00
9.25E+05,2.663559552,2.668613327,2.668278102,2.67E+00,2.67E+00,2.67E+00
9.28E+05,2.662138389,2.667196902,2.666807319,2.67E+00,2.67E+00,2.67E+00
9.30E+05,2.660685375,2.665644684,2.6653754,2.67E+00,2.67E+00,2.67E+00
9.33E+05,2.659224645,2.664245848,2.663960765,2.67E+00,2.66E+00,2.67E+00
9.35E+05,2.657810758,2.662794076,2.662527616,2.66E+00,2.66E+00,2.66E+00
9.38E+05,2.656347355,2.661360653,2.661048705,2.66E+00,2.66E+00,2.66E+00
9.40E+05,2.65489193,2.659991549,2.659652649,2.66E+00,2.66E+00,2.66E+00
9.43E+05,2.653491344,2.658509502,2.658211698,2.66E+00,2.66E+00,2.66E+00
9.45E+05,2.652032925,2.657112782,2.656773976,2.66E+00,2.66E+00,2.66E+00
9.48E+05,2.650645987,2.655643063,2.655317498,2.66E+00,2.66E+00,2.66E+00
9.50E+05,2.649252405,2.654258699,2.653897355,2.65E+00,2.65E+00,2.66E+00
9.53E+05,2.647850038,2.652828847,2.652508882,2.65E+00,2.65E+00,2.65E+00
9.55E+05,2.646390484,2.65140996,2.651099221,2.65E+00,2.65E+00,2.65E+00
9.58E+05,2.64498998,2.649922011,2.649667294,2.65E+00,2.65E+00,2.65E+00
9.60E+05,2.643559341,2.64855919,2.64824652,2.65E+00,2.65E+00,2.65E+00
9.63E+05,2.642166533,2.647140658,2.64677598,2.65E+00,2.65E+00,2.65E+00
9.65E+05,2.640698037,2.645743172,2.645391221,2.65E+00,2.65E+00,2.65E+00
9.68E+05,2.639357662,2.644282889,2.643932234,2.65E+00,2.64E+00,2.65E+00
9.70E+05,2.637938905,2.642884308,2.642552681,2.64E+00,2.64E+00,2.64E+00
9.73E+05,2.636556881,2.641521374,2.641172839,2.64E+00,2.64E+00,2.64E+00
9.75E+05,2.635099224,2.640088713,2.639773849,2.64E+00,2.64E+00,2.64E+00
9.78E+05,2.633706648,2.638673032,2.638344655,2.64E+00,2.64E+00,2.64E+00
9.80E+05,2.63234473,2.637327161,2.636985447,2.64E+00,2.64E+00,2.64E+00
9.83E+05,2.630883032,2.635916876,2.635548449,2.64E+00,2.64E+00,2.64E+00
9.85E+05,2.6295071,2.634480616,2.634148391,2.64E+00,2.64E+00,2.64E+00
9.88E+05,2.628154663,2.633087934,2.632725392,2.63E+00,2.63E+00,2.63E+00
9.90E+05,2.626676802,2.631674517,2.631327316,2.63E+00,2.63E+00,2.63E+00
9.93E+05,2.625327642,2.630331386,2.629963406,2.63E+00,2.63E+00,2.63E+00
9.95E+05,2.623957776,2.628917463,2.628561811,2.63E+00,2.63E+00,2.63E+00
9.98E+05,2.622554536,2.627498629,2.627166596,2.63E+00,2.63E+00,2.63E+00
1.00E+06,2.621178096,2.626116799,2.625784093,2.63E+00,2.63E+00,2.63E+00
1.00E+06,2.619833359,2.624693499,2.624445089,2.63E+00,2.63E+00,2.63E+00
1.01E+06,2.61843144,2.623351403,2.62298333,2.62E+00,2.62E+00,2.63E+00
1.01E+06,2.617023734,2.622015742,2.62161991,2.62E+00,2.62E+00,2.62E+00
1.01E+06,2.615653231,2.620597969,2.620239537,2.62E+00,2.62E+00,2.62E+00
1.01E+06,2.614276356,2.619236738,2.618836171,2.62E+00,2.62E+00,2.62E+00
1.02E+06,2.612940482,2.617836552,2.617500622,2.62E+00,2.62E+00,2.62E+00
1.02E+06,2.61155763,2.616449377,2.616129569,2.62E+00,2.62E+00,2.62E+00
1.02E+06,2.610157497,2.6150909,2.614694283,2.62E+00,2.62E+00,2.62E+00
1.02E+06,2.608808825,2.61369609,2.613357971,2.61E+00,2.61E+00,2.62E+00
1.03E+06,2.607406053,2.612340826,2.612005869,2.61E+00,2.61E+00,2.61E+00
1.03E+06,2.606071707,2.610999831,2.61059414,2.61E+00,2.61E+00,2.61E+00
1.03E+06,2.604701576,2.609626754,2.609247893,2.61E+00,2.61E+00,2.61E+00
1.03E+06,2.603311225,2.608239793,2.607897322,2.61E+00,2.61E+00,2.61E+00
1.04E+06,2.60197477,2.606915223,2.606505985,2.61E+00,2.61E+00,2.61E+00
1.04E+06,2.60060079,2.605517266,2.605208597,2.61E+00,2.61E+00,2.61E+00
1.04E+06,2.599273961,2.60420861,2.603788816,2.60E+00,2.60E+00,2.61E+00
1.04E+06,2.59790665,2.602831405,2.60240076,2.60E+00,2.60E+00,2.60E+00
1.05E+06,2.596531944,2.601480646,2.601078892,2.60E+00,2.60E+00,2.60E+00
1.05E+06,2.595199235,2.6001111,2.599710376,2.60E+00,2.60E+00,2.60E+00
1.05E+06,2.593870704,2.598748652,2.598353188,2.60E+00,2.60E+00,2.60E+00
1.05E+06,2.592508717,2.597382473,2.597006907,2.60E+00,2.60E+00,2.60E+00
1.06E+06,2.591150553,2.596023617,2.595659925,2.60E+00,2.60E+00,2.60E+00
1.06E+06,2.589772598,2.594672563,2.594268669,2.60E+00,2.60E+00,2.60E+00
1.06E+06,2.588468611,2.593310436,2.592965189,2.59E+00,2.59E+00,2.60E+00
1.06E+06,2.587110033,2.592038175,2.591620957,2.59E+00,2.59E+00,2.59E+00
1.07E+06,2.585781286,2.590634955,2.59026961,2.59E+00,2.59E+00,2.59E+00
1.07E+06,2.584434154,2.589282744,2.588911937,2.59E+00,2.59E+00,2.59E+00
1.07E+06,2.58308202,2.587970214,2.587557721,2.59E+00,2.59E+00,2.59E+00
1.07E+06,2.581743006,2.586598173,2.586223674,2.59E+00,2.59E+00,2.59E+00
1.08E+06,2.580378496,2.58525605,2.584861811,2.59E+00,2.59E+00,2.59E+00
1.08E+06,2.579066968,2.58389927,2.583513712,2.58E+00,2.58E+00,2.59E+00
1.08E+06,2.577715995,2.582577492,2.582204525,2.58E+00,2.58E+00,2.58E+00
1.08E+06,2.576381652,2.581254858,2.580883615,2.58E+00,2.58E+00,2.58E+00
1.09E+06,2.575049474,2.579888415,2.579539875,2.58E+00,2.58E+00,2.58E+00
1.09E+06,2.573745286,2.578577591,2.578189889,2.58E+00,2.58E+00,2.58E+00
1.09E+06,2.572413335,2.577262564,2.576846592,2.58E+00,2.58E+00,2.58E+00
1.09E+06,2.571061529,2.57592259,2.575473415,2.58E+00,2.58E+00,2.58E+00
1.10E+06,2.569715209,2.574560251,2.574188179,2.58E+00,2.58E+00,2.58E+00
1.10E+06,2.568401391,2.573244356,2.572839613,2.57E+00,2.57E+00,2.58E+00
1.10E+06,2.567059971,2.57190575,2.571486879,2.57E+00,2.57E+00,2.57E+00
1.10E+06,2.565746772,2.570593427,2.570194485,2.57E+00,2.57E+00,2.57E+00
1.11E+06,2.564418633,2.569274591,2.568866415,2.57E+00,2.57E+00,2.57E+00
1.11E+06,2.563099256,2.567952673,2.567547397,2.57E+00,2.57E+00,2.57E+00
1.11E+06,2.561769572,2.566631399,2.566184802,2.57E+00,2.57E+00,2.57E+00
1.11E+06,2.560454142,2.565281733,2.564855872,2.57E+00,2.57E+00,2.57E+00
1.12E+06,2.559126886,2.563988033,2.563555178,2.56E+00,2.56E+00,2.57E+00
1.12E+06,2.557842058,2.562652532,2.562224348,2.56E+00,2.56E+00,2.56E+00
1.12E+06,2.55651126,2.561315516,2.560901244,2.56E+00,2.56E+00,2.56E+00
1.12E+06,2.555193595,2.560007871,2.559620063,2.56E+00,2.56E+00,2.56E+00
1.13E+06,2.553866135,2.558699724,2.55828753,2.56E+00,2.56E+00,2.56E+00
1.13E+06,2.552556342,2.557356269,2.556982602,2.56E+00,2.56E+00,2.56E+00
1.13E+06,2.55124126,2.556034661,2.555634425,2.56E+00,2.56E+00,2.56E+00
1.13E+06,2.549948135,2.554755686,2.554326,2.56E+00,2.56E+00,2.56E+00
1.14E+06,2.548633323,2.553403959,2.552996855,2.55E+00,2.55E+00,2.56E+00
1.14E+06,2.547279995,2.552100678,2.551695039,2.55E+00,2.55E+00,2.55E+00
1.14E+06,2.54601679,2.550774857,2.550350805,2.55E+00,2.55E+00,2.55E+00
1.14E+06,2.544696513,2.549473623,2.549056423,2.55E+00,2.55E+00,2.55E+00
1.15E+06,2.543386257,2.548159121,2.54775695,2.55E+00,2.55E+00,2.55E+00
1.15E+06,2.542054553,2.546846091,2.546405888,2.55E+00,2.55E+00,2.55E+00
1.15E+06,2.540759444,2.545547247,2.545155526,2.55E+00,2.55E+00,2.55E+00
1.15E+06,2.539494523,2.544272525,2.54380477,2.54E+00,2.54E+00,2.55E+00
1.16E+06,2.53816854,2.542898769,2.54252596,2.54E+00,2.54E+00,2.54E+00
1.16E+06,2.53686035,2.541636195,2.541233493,2.54E+00,2.54E+00,2.54E+00
1.16E+06,2.535586684,2.540322168,2.539878674,2.54E+00,2.54E+00,2.54E+00
1.16E+06,2.534259717,2.539018196,2.53857805,2.54E+00,2.54E+00,2.54E+00
1.17E+06,2.532970549,2.537708435,2.537288263,2.54E+00,2.54E+00,2.54E+00
1.17E+06,2.531661005,2.536425179,2.535971283,2.54E+00,2.54E+00,2.54E+00
1.17E+06,2.530404026,2.535097681,2.534676845,2.54E+00,2.54E+00,2.54E+00
1.17E+06,2.52908252,2.533833977,2.533375663,2.53E+00,2.53E+00,2.54E+00
1.18E+06,2.527788153,2.532502272,2.532066999,2.53E+00,2.53E+00,2.53E+00
1.18E+06,2.526502581,2.531213849,2.530760474,2.53E+00,2.53E+00,2.53E+00
1.18E+06,2.525208487,2.529953741,2.529467665,2.53E+00,2.53E+00,2.53E+00
1.18E+06,2.523896941,2.52861871,2.528170072,2.53E+00,2.53E+00,2.53E+00
1.19E+06,2.522569186,2.527333202,2.526892693,2.53E+00,2.53E+00,2.53E+00
1.19E+06,2.521325804,2.526038035,2.525566856,2.53E+00,2.53E+00,2.53E+00
1.19E+06,2.520019907,2.524733242,2.524304689,2.53E+00,2.53E+00,2.53E+00
1.19E+06,2.518720975,2.523436395,2.523013181,2.52E+00,2.52E+00,2.53E+00
1.20E+06,2.517416809,2.522162867,2.521708636,2.52E+00,2.52E+00,2.52E+00
1.20E+06,2.516134475,2.520845947,2.520431939,2.52E+00,2.52E+00,2.52E+00
1.20E+06,2.514839882,2.519585892,2.519112651,2.52E+00,2.52E+00,2.52E+00
1.20E+06,2.513582159,2.518262009,2.51782264,2.52E+00,2.52E+00,2.52E+00
1.21E+06,2.512269567,2.51699066,2.516521613,2.52E+00,2.52E+00,2.52E+00
1.21E+06,2.511004031,2.51567694,2.515249763,2.52E+00,2.52E+00,2.52E+00
1.21E+06,2.509689261,2.514424093,2.513940012,2.52E+00,2.52E+00,2.52E+00
1.21E+06,2.508396833,2.513111883,2.512640806,2.51E+00,2.51E+00,2.52E+00
1.22E+06,2.507104901,2.511820245,2.511365824,2.51E+00,2.51E+00,2.51E+00
1.22E+06,2.505850066,2.510536941,2.510052065,2.51E+00,2.51E+00,2.51E+00
1.22E+06,2.504571627,2.509261741,2.508785493,2.51E+00,2.51E+00,2.51E+00
1.22E+06,2.503268216,2.507961374,2.507474757,2.51E+00,2.51E+00,2.51E+00
1.23E+06,2.502017379,2.506680272,2.506211645,2.51E+00,2.51E+00,2.51E+00
1.23E+06,2.50073443,2.505404054,2.504917062,2.51E+00,2.51E+00,2.51E+00
1.23E+06,2.499434849,2.504088893,2.503637284,2.50E+00,2.50E+00,2.51E+00
1.23E+06,2.498147775,2.502812346,2.502347502,2.50E+00,2.50E+00,2.50E+00
1.24E+06,2.496888136,2.50153712,2.501054541,2.50E+00,2.50E+00,2.50E+00
1.24E+06,2.495617421,2.500261617,2.4997636,2.50E+00,2.50E+00,2.50E+00
1.24E+06,2.494326688,2.498985845,2.498477561,2.50E+00,2.50E+00,2.50E+00
1.24E+06,2.493063059,2.49770463,2.497214528,2.50E+00,2.50E+00,2.50E+00
1.25E+06,2.491757743,2.496406586,2.495936431,2.50E+00,2.50E+00,2.50E+00
1.25E+06,2.490506643,2.495163546,2.494631888,2.50E+00,2.50E+00,2.50E+00
1.25E+06,2.489241544,2.493847597,2.493353279,2.49E+00,2.49E+00,2.50E+00
1.25E+06,2.487952941,2.492603412,2.492074934,2.49E+00,2.49E+00,2.49E+00
1.26E+06,2.486670379,2.491316638,2.490801703,2.49E+00,2.49E+00,2.49E+00
1.26E+06,2.485385613,2.490027478,2.489510224,2.49E+00,2.49E+00,2.49E+00
1.26E+06,2.484129941,2.488740501,2.488257148,2.49E+00,2.49E+00,2.49E+00
1.26E+06,2.482795225,2.487495846,2.486990865,2.49E+00,2.49E+00,2.49E+00
1.27E+06,2.481589264,2.486205554,2.485683348,2.49E+00,2.49E+00,2.49E+00
1.27E+06,2.4802992,2.484921012,2.484419626,2.49E+00,2.49E+00,2.49E+00
1.27E+06,2.479048299,2.483675417,2.483130546,2.48E+00,2.48E+00,2.49E+00
1.27E+06,2.477775951,2.482397459,2.481863799,2.48E+00,2.48E+00,2.48E+00
1.28E+06,2.476483913,2.481096737,2.480575659,2.48E+00,2.48E+00,2.48E+00
1.28E+06,2.475199891,2.479811851,2.479303958,2.48E+00,2.48E+00,2.48E+00
1.28E+06,2.473942625,2.478534657,2.47803105,2.48E+00,2.48E+00,2.48E+00
1.28E+06,2.472672467,2.477266621,2.476745638,2.48E+00,2.48E+00,2.48E+00
1.29E+06,2.471385721,2.476002883,2.475489499,2.48E+00,2.48E+00,2.48E+00
1.29E+06,2.470136559,2.474721508,2.474202953,2.48E+00,2.48E+00,2.48E+00
1.29E+06,2.468815016,2.473452201,2.472925665,2.47E+00,2.47E+00,2.48E+00
1.29E+06,2.467579882,2.472186521,2.471636113,2.47E+00,2.47E+00,2.47E+00
1.30E+06,2.466344166,2.470910806,2.470351499,2.47E+00,2.47E+00,2.47E+00
1.30E+06,2.465069685,2.469644114,2.469109459,2.47E+00,2.47E+00,2.47E+00
1.30E+06,2.463789197,2.468379421,2.467821668,2.47E+00,2.47E+00,2.47E+00
1.30E+06,2.462538184,2.46712066,2.466562685,2.47E+00,2.47E+00,2.47E+00
1.31E+06,2.461231475,2.465828873,2.465280212,2.47E+00,2.47E+00,2.47E+00
1.31E+06,2.45997867,2.464547676,2.464020179,2.47E+00,2.47E+00,2.47E+00
1.31E+06,2.458683795,2.463286981,2.462723596,2.46E+00,2.46E+00,2.47E+00
1.31E+06,2.457431209,2.462009097,2.461482861,2.46E+00,2.46E+00,2.46E+00
1.32E+06,2.456194638,2.46074113,2.460189349,2.46E+00,2.46E+00,2.46E+00
1.32E+06,2.454918564,2.459467439,2.45889689,2.46E+00,2.46E+00,2.46E+00
1.32E+06,2.45362165,2.458195279,2.457650702,2.46E+00,2.46E+00,2.46E+00
1.32E+06,2.452366484,2.4569472,2.456353634,2.46E+00,2.46E+00,2.46E+00
1.33E+06,2.451095723,2.455634363,2.455096179,2.46E+00,2.46E+00,2.46E+00
1.33E+06,2.449895843,2.454401058,2.453849864,2.46E+00,2.46E+00,2.46E+00
1.33E+06,2.44860091,2.453085687,2.452567937,2.45E+00,2.45E+00,2.46E+00
1.33E+06,2.447323217,2.451860847,2.451281996,2.45E+00,2.45E+00,2.45E+00
1.34E+06,2.446029783,2.450574285,2.450005603,2.45E+00,2.45E+00,2.45E+00
1.34E+06,2.444793765,2.4492978,2.448745098,2.45E+00,2.45E+00,2.45E+00
1.34E+06,2.443514572,2.44807048,2.447477757,2.45E+00,2.45E+00,2.45E+00
1.34E+06,2.442249622,2.446792775,2.446206623,2.45E+00,2.45E+00,2.45E+00
1.35E+06,2.440992047,2.445500885,2.444925557,2.45E+00,2.45E+00,2.45E+00
1.35E+06,2.439739732,2.444247575,2.44366561,2.44E+00,2.45E+00,2.45E+00
1.35E+06,2.438499625,2.442970992,2.442395482,2.44E+00,2.44E+00,2.45E+00
1.35E+06,2.437209692,2.441718337,2.44109301,2.44E+00,2.44E+00,2.44E+00
1.36E+06,2.435921549,2.440439173,2.439846681,2.44E+00,2.44E+00,2.44E+00
1.36E+06,2.434699054,2.439193006,2.438601556,2.44E+00,2.44E+00,2.44E+00
1.36E+06,2.433409615,2.437879259,2.437289015,2.44E+00,2.44E+00,2.44E+00
1.36E+06,2.432140216,2.436633331,2.436058539,2.44E+00,2.44E+00,2.44E+00
1.37E+06,2.430877773,2.435369251,2.434782166,2.44E+00,2.44E+00,2.44E+00
1.37E+06,2.429629145,2.434096528,2.433515249,2.43E+00,2.44E+00,2.44E+00
1.37E+06,2.428366626,2.432864014,2.432266606,2.43E+00,2.43E+00,2.44E+00
1.37E+06,2.427087815,2.431577128,2.430960265,2.43E+00,2.43E+00,2.43E+00
1.38E+06,2.425804321,2.430311137,2.429712712,2.43E+00,2.43E+00,2.43E+00
1.38E+06,2.424568044,2.429056921,2.42842193,2.43E+00,2.43E+00,2.43E+00
1.38E+06,2.423301855,2.427798473,2.42715754,2.43E+00,2.43E+00,2.43E+00
1.38E+06,2.422055167,2.426511552,2.425897898,2.43E+00,2.43E+00,2.43E+00
1.39E+06,2.42077541,2.425248309,2.424631752,2.43E+00,2.43E+00,2.43E+00
1.39E+06,2.419519774,2.423989481,2.423376363,2.42E+00,2.42E+00,2.43E+00
1.39E+06,2.418231865,2.422716109,2.42209574,2.42E+00,2.42E+00,2.42E+00
1.39E+06,2.416981002,2.421463209,2.420827872,2.42E+00,2.42E+00,2.42E+00
1.40E+06,2.415707261,2.420196498,2.419548556,2.42E+00,2.42E+00,2.42E+00
1.40E+06,2.414466089,2.418901773,2.418284236,2.42E+00,2.42E+00,2.42E+00
1.40E+06,2.413206292,2.41763916,2.416999341,2.42E+00,2.42E+00,2.42E+00
1.40E+06,2.411931284,2.416360394,2.415744738,2.42E+00,2.42E+00,2.42E+00
1.41E+06,2.410666373,2.415107238,2.414462722,2.42E+00,2.42E+00,2.42E+00
1.41E+06,2.409406679,2.413856094,2.413181855,2.41E+00,2.41E+00,2.42E+00
1.41E+06,2.408146463,2.412572895,2.411936095,2.41E+00,2.41E+00,2.41E+00
1.41E+06,2.406866967,2.411310226,2.410655431,2.41E+00,2.41E+00,2.41E+00
1.42E+06,2.405619789,2.410044693,2.409359417,2.41E+00,2.41E+00,2.41E+00
1.42E+06,2.404338491,2.408743486,2.408101523,2.41E+00,2.41E+00,2.41E+00
1.42E+06,2.403094875,2.4075152,2.406837839,2.41E+00,2.41E+00,2.41E+00
1.42E+06,2.401801096,2.406253505,2.405565913,2.41E+00,2.41E+00,2.41E+00
1.43E+06,2.400564745,2.404958374,2.404306582,2.41E+00,2.41E+00,2.41E+00
1.43E+06,2.399296971,2.403688422,2.403016483,2.40E+00,2.40E+00,2.41E+00
1.43E+06,2.398033236,2.402397116,2.401760155,2.40E+00,2.40E+00,2.40E+00
1.43E+06,2.396742658,2.401140563,2.400492384,2.40E+00,2.40E+00,2.40E+00
1.44E+06,2.395484763,2.399875611,2.399215837,2.40E+00,2.40E+00,2.40E+00
1.44E+06,2.394220815,2.398634536,2.397935848,2.40E+00,2.40E+00,2.40E+00
1.44E+06,2.392970132,2.397332854,2.396667273,2.40E+00,2.40E+00,2.40E+00
1.44E+06,2.391695846,2.39609046,2.395392496,2.40E+00,2.40E+00,2.40E+00
1.45E+06,2.390420481,2.39481271,2.39410759,2.40E+00,2.40E+00,2.40E+00
1.45E+06,2.389151936,2.393516715,2.392849422,2.39E+00,2.39E+00,2.40E+00
1.45E+06,2.387858254,2.392245627,2.391584415,2.39E+00,2.39E+00,2.39E+00
1.45E+06,2.386618073,2.391019707,2.39031082,2.39E+00,2.39E+00,2.39E+00
1.46E+06,2.385332975,2.389719271,2.389028221,2.39E+00,2.39E+00,2.39E+00
1.46E+06,2.384074011,2.388427149,2.387777653,2.39E+00,2.39E+00,2.39E+00
1.46E+06,2.382817116,2.387165886,2.386485479,2.39E+00,2.39E+00,2.39E+00
1.46E+06,2.38154905,2.385897187,2.385221804,2.39E+00,2.39E+00,2.39E+00
1.47E+06,2.380286527,2.384638898,2.383920746,2.39E+00,2.39E+00,2.39E+00
1.47E+06,2.378991893,2.383384215,2.382666825,2.38E+00,2.38E+00,2.39E+00
1.47E+06,2.377708902,2.38206781,2.38137651,2.38E+00,2.38E+00,2.38E+00
1.47E+06,2.376473426,2.38080122,2.380104849,2.38E+00,2.38E+00,2.38E+00
1.48E+06,2.37521693,2.379540975,2.378841349,2.38E+00,2.38E+00,2.38E+00
1.48E+06,2.373945739,2.378270631,2.377539083,2.38E+00,2.38E+00,2.38E+00
1.48E+06,2.372663821,2.376974916,2.376294103,2.38E+00,2.38E+00,2.38E+00
1.48E+06,2.371396511,2.375696117,2.374978464,2.38E+00,2.38E+00,2.38E+00
1.49E+06,2.370113034,2.374419923,2.373702635,2.38E+00,2.38E+00,2.38E+00
1.49E+06,2.368855984,2.373167509,2.372422956,2.37E+00,2.37E+00,2.38E+00
1.49E+06,2.367571306,2.371894139,2.371170164,2.37E+00,2.37E+00,2.37E+00
1.49E+06,2.366307841,2.370606764,2.369867057,2.37E+00,2.37E+00,2.37E+00
1.50E+06,2.36502254,2.369330132,2.368592999,2.37E+00,2.37E+00,2.37E+00
1.50E+06,2.363730137,2.368042755,2.367318022,2.37E+00,2.37E+00,2.37E+00
1.50E+06,2.362483846,2.366766112,2.366057596,2.37E+00,2.37E+00,2.37E+00
1.50E+06,2.361199311,2.365493591,2.364751878,2.37E+00,2.37E+00,2.37E+00
1.51E+06,2.359899779,2.364218752,2.363469874,2.36E+00,2.37E+00,2.37E+00
1.51E+06,2.358628265,2.362938611,2.362214942,2.36E+00,2.36E+00,2.37E+00
1.51E+06,2.35733357,2.361665564,2.360924208,2.36E+00,2.36E+00,2.36E+00
1.51E+06,2.356072481,2.360382685,2.359598958,2.36E+00,2.36E+00,2.36E+00
1.52E+06,2.354805198,2.359085338,2.358343882,2.36E+00,2.36E+00,2.36E+00
